market,ma,ngay,gia_dong_cua,gia_tri_thay_doi,phan_tram_thay_doi,gia_tham_chieu,gia_mo_cua,gia_cao_nhat,gia_thap_nhat,khoi_luong_giao_dich_khop_lenh,gia_tri_giao_dich_khop_lenh,khoi_luong_giao_dich_thoa_thuan,gia_tri_giao_dich_thoa_thuan
HOSE,YEG,2022-11-21,8.56,0.56,0.07,8.0,8.27,8.56,8.01,137000,1150000000,0,0
HOSE,VOS,2022-11-21,7.49,0.49,0.07,7.0,7.1,7.49,7.1,569500,4248000000,0,0
HOSE,THI,2022-11-21,21.4,1.4,0.07,20.0,21.4,21.4,21.4,100,2000000,0,0
HOSE,GVR,2022-11-21,13.0,0.85,0.07,12.15,12.45,13.0,12.4,2822100,36292000000,0,0
HOSE,VRC,2022-11-21,6.73,0.44,0.07,6.29,5.96,6.73,5.9,38000,247000000,0,0
HOSE,NVT,2022-11-21,6.59,0.43,0.0698,6.16,6.55,6.59,6.5,9600,62000000,0,0
HOSE,DXS,2022-11-21,5.37,0.35,0.0697,5.02,5.37,5.37,5.3,1559100,8365000000,0,0
HOSE,HTL,2022-11-21,15.35,1.0,0.0697,14.35,15.35,15.35,15.35,100,1000000,0,0
HOSE,NLG,2022-11-21,23.05,1.5,0.0696,21.55,23.0,23.05,22.55,5515400,127019000000,590000,13595500000
HOSE,ITC,2022-11-21,7.24,0.47,0.0694,6.77,7.24,7.24,7.24,41500,300000000,0,0
HOSE,DPG,2022-11-21,22.35,1.45,0.0694,20.9,22.3,22.35,21.4,441500,9786000000,0,0
HOSE,COM,2022-11-21,31.6,2.05,0.0694,29.55,27.55,31.6,27.55,300,9000000,0,0
HOSE,JVC,2022-11-21,2.93,0.19,0.0693,2.74,2.8,2.93,2.8,731400,2116000000,0,0
HOSE,PJT,2022-11-21,8.02,0.52,0.0693,7.5,7.5,8.02,7.5,600,4000000,0,0
HOSE,APH,2022-11-21,7.25,0.47,0.0693,6.78,6.8,7.25,6.8,2886200,20467000000,0,0
HOSE,ANV,2022-11-21,19.3,1.25,0.0693,18.05,18.9,19.3,18.65,989100,18939000000,797000,15143000000
HOSE,SJF,2022-11-21,3.09,0.2,0.0692,2.89,3.09,3.09,3.07,481200,1486000000,0,0
HOSE,NHA,2022-11-21,10.05,0.65,0.0691,9.4,10.0,10.05,9.7,331300,3315000000,0,0
HOSE,QCG,2022-11-21,4.33,0.28,0.0691,4.05,4.3,4.33,4.2,479400,2062000000,0,0
HOSE,SAM,2022-11-21,6.19,0.4,0.0691,5.79,5.86,6.19,5.86,2248300,13655000000,330000,1980000000
HOSE,PLP,2022-11-21,4.18,0.27,0.0691,3.91,3.96,4.18,3.9,178400,719000000,0,0
HOSE,TCH,2022-11-21,7.44,0.48,0.069,6.96,7.2,7.44,7.15,5389400,39524000000,0,0
HOSE,HAG,2022-11-21,7.75,0.5,0.069,7.25,7.75,7.75,7.54,16524200,127683000000,0,0
HOSE,ELC,2022-11-21,7.75,0.5,0.069,7.25,7.26,7.75,7.25,216500,1659000000,0,0
HOSE,HSG,2022-11-21,9.61,0.62,0.069,8.99,9.2,9.61,9.1,11423500,106997000000,2600,23374000
HOSE,TDH,2022-11-21,2.95,0.19,0.0688,2.76,2.79,2.95,2.76,270200,795000000,0,0
HOSE,GIL,2022-11-21,21.75,1.4,0.0688,20.35,21.6,21.75,21.05,698300,15109000000,0,0
HOSE,TTF,2022-11-21,4.04,0.26,0.0688,3.78,4.04,4.04,4.04,2162500,8736000000,0,0
HOSE,HHS,2022-11-21,3.42,0.22,0.0687,3.2,3.3,3.42,3.23,1939700,6553000000,0,0
HOSE,DAH,2022-11-21,3.42,0.22,0.0687,3.2,3.24,3.42,3.23,256800,861000000,0,0
HOSE,HAH,2022-11-21,28.0,1.8,0.0687,26.2,26.5,28.0,26.2,654800,18179000000,0,0
HOSE,LDG,2022-11-21,4.2,0.27,0.0687,3.93,3.91,4.2,3.9,8796400,35555000000,0,0
HOSE,TCD,2022-11-21,4.98,0.32,0.0687,4.66,4.98,4.98,4.91,645600,3214000000,0,0
HOSE,DTT,2022-11-21,12.45,0.8,0.0687,11.65,10.85,12.45,10.85,200,2000000,0,0
HOSE,PTC,2022-11-21,4.67,0.3,0.06860000000000001,4.37,4.55,4.67,4.09,180600,836000000,0,0
HOSE,LCG,2022-11-21,5.77,0.37,0.06849999999999999,5.4,5.53,5.77,5.45,3040600,17102000000,0,0
HOSE,APG,2022-11-21,3.28,0.21,0.0684,3.07,3.28,3.28,3.28,448300,1470000000,0,0
HOSE,TMS,2022-11-21,68.8,4.4,0.0683,64.4,68.8,68.8,68.8,100,6000000,0,0
HOSE,DLG,2022-11-21,1.88,0.12,0.0682,1.76,1.84,1.88,1.8,1527400,2850000000,0,0
HOSE,PC1,2022-11-21,16.45,1.05,0.0682,15.4,15.8,16.45,15.8,1409800,22938000000,0,0
HOSE,VAF,2022-11-21,9.27,0.59,0.068,8.68,8.21,9.27,8.21,300,2000000,0,0
HOSE,DRH,2022-11-21,3.3,0.21,0.068,3.09,3.3,3.3,3.2,959400,3150000000,0,0
HOSE,NAV,2022-11-21,19.65,1.25,0.0679,18.4,19.65,19.65,19.65,200,3000000,0,0
HOSE,LGL,2022-11-21,2.52,0.16,0.0678,2.36,2.37,2.52,2.37,139000,347000000,0,0
HOSE,HQC,2022-11-21,2.05,0.13,0.0677,1.92,1.98,2.05,1.95,10478700,21365000000,0,0
HOSE,TCR,2022-11-21,2.84,0.18,0.0677,2.66,2.66,2.84,2.66,9100,25000000,0,0
HOSE,FIT,2022-11-21,3.63,0.23,0.0676,3.4,3.59,3.63,3.41,2719700,9823000000,0,0
HOSE,EVG,2022-11-21,3.95,0.25,0.0676,3.7,3.78,3.95,3.6,1412200,5404000000,0,0
HOSE,NKG,2022-11-21,9.66,0.61,0.0674,9.05,9.13,9.66,9.1,7180600,67808000000,0,0
HOSE,DIG,2022-11-21,12.7,0.8,0.0672,11.9,12.7,12.7,12.45,29409600,372131000000,0,0
HOSE,QBS,2022-11-21,1.75,0.11,0.06709999999999999,1.64,1.68,1.75,1.6,687300,1181000000,0,0
HOSE,MCG,2022-11-21,1.75,0.11,0.06709999999999999,1.64,1.75,1.75,1.75,20100,35000000,0,0
HOSE,VIP,2022-11-21,6.71,0.42,0.0668,6.29,6.3,6.73,6.3,327500,2187000000,0,0
HOSE,HID,2022-11-21,2.56,0.16,0.0667,2.4,2.34,2.56,2.34,355200,895000000,0,0
HOSE,AMD,2022-11-21,1.12,0.07,0.0667,1.05,1.05,1.12,1.05,1467500,1640000000,0,0
HOSE,CII,2022-11-21,12.85,0.8,0.0664,12.05,12.5,12.85,12.05,4830700,60503000000,0,0
HOSE,HVH,2022-11-21,4.7,0.29,0.0658,4.41,4.62,4.7,4.55,137000,637000000,0,0
HOSE,VID,2022-11-21,6.08,0.37,0.06480000000000001,5.71,5.99,6.08,5.99,10100,60000000,0,0
HOSE,SMA,2022-11-21,7.4,0.45,0.0647,6.95,6.5,7.4,6.5,1100,7000000,0,0
HOSE,TIP,2022-11-21,16.45,1.0,0.0647,15.45,15.9,16.5,15.5,86400,1407000000,0,0
HOSE,SFI,2022-11-21,33.9,2.05,0.0644,31.85,31.8,33.9,31.8,16100,535000000,0,0
HOSE,ACL,2022-11-21,10.45,0.62,0.06309999999999999,9.83,10.2,10.5,9.95,122500,1271000000,0,0
HOSE,TBC,2022-11-21,29.2,1.7,0.061799999999999994,27.5,28.95,29.2,28.95,3500,101000000,0,0
HOSE,SCR,2022-11-21,5.0,0.29,0.0616,4.71,4.91,5.01,4.8,4452400,21950000000,0,0
HOSE,SHI,2022-11-21,14.8,0.85,0.060899999999999996,13.95,14.8,14.8,14.4,75500,1111000000,653000,9729700000
HOSE,AAA,2022-11-21,7.0,0.4,0.060599999999999994,6.6,6.65,7.04,6.61,4592100,31550000000,0,0
HOSE,GMC,2022-11-21,11.4,0.65,0.0605,10.75,11.0,11.45,11.0,3700,41000000,0,0
HOSE,CIG,2022-11-21,3.37,0.19,0.059699999999999996,3.18,3.18,3.4,3.15,117900,391000000,0,0
HOSE,TLD,2022-11-21,3.2,0.18,0.0596,3.02,3.05,3.2,3.05,65900,207000000,0,0
HOSE,CCL,2022-11-21,5.4,0.3,0.0588,5.1,5.0,5.45,5.0,93300,495000000,0,0
HOSE,DXV,2022-11-21,4.33,0.23,0.056100000000000004,4.1,3.82,4.35,3.82,600,2000000,0,0
HOSE,FCN,2022-11-21,7.59,0.4,0.0556,7.19,7.19,7.67,7.19,1488500,11011000000,0,0
HOSE,HAR,2022-11-21,3.27,0.17,0.0548,3.1,3.12,3.3,3.12,308000,995000000,0,0
HOSE,NT2,2022-11-21,24.25,1.25,0.054299999999999994,23.0,23.1,24.25,23.05,716000,17089000000,0,0
HOSE,HVX,2022-11-21,2.54,0.13,0.053899999999999997,2.41,2.55,2.55,2.46,5000,12000000,0,0
HOSE,SGT,2022-11-21,10.0,0.5,0.0526,9.5,8.93,10.0,8.93,57400,526000000,0,0
HOSE,HHV,2022-11-21,8.3,0.41,0.052000000000000005,7.89,8.0,8.34,8.0,2045200,16796000000,0,0
HOSE,SII,2022-11-21,14.2,0.7,0.0519,13.5,13.5,14.2,13.5,200,2000000,0,0
HOSE,BCG,2022-11-21,5.71,0.28,0.0516,5.43,5.5,5.75,5.5,4654500,26370000000,608000,3301440000
HOSE,VIX,2022-11-21,6.8,0.33,0.051,6.47,6.65,6.87,6.43,13185800,86883000000,0,0
HOSE,HBC,2022-11-21,8.09,0.39,0.0506,7.7,8.0,8.12,7.7,2495800,19954000000,0,0
HOSE,LHG,2022-11-21,18.7,0.9,0.0506,17.8,18.6,18.7,18.3,149900,2784000000,0,0
HOSE,NHT,2022-11-21,14.55,0.7,0.050499999999999996,13.85,14.55,14.55,14.55,100,1000000,0,0
HOSE,TRA,2022-11-21,94.5,4.5,0.05,90.0,90.0,94.5,90.0,5000,458000000,0,0
HOSE,UDC,2022-11-21,6.3,0.3,0.05,6.0,6.0,6.3,5.62,25800,158000000,0,0
HOSE,SGR,2022-11-21,13.8,0.65,0.049400000000000006,13.15,13.4,14.0,13.3,34300,465000000,0,0
HOSE,TLH,2022-11-21,5.75,0.27,0.0493,5.48,5.79,5.85,5.51,339800,1939000000,0,0
HOSE,DC4,2022-11-21,6.8,0.31,0.0478,6.49,6.4,6.8,6.4,76500,499000000,0,0
HOSE,TNI,2022-11-21,3.2,0.14,0.0458,3.06,3.27,3.27,3.01,460500,1476000000,0,0
HOSE,ILB,2022-11-21,24.15,1.05,0.0455,23.1,24.0,24.5,24.0,4000,97000000,0,0
HOSE,HAP,2022-11-21,4.66,0.2,0.044800000000000006,4.46,4.55,4.68,4.4,457800,2081000000,0,0
HOSE,RAL,2022-11-21,72.5,3.1,0.0447,69.4,71.0,72.5,70.0,61100,4395000000,0,0
HOSE,NAF,2022-11-21,8.34,0.35,0.0438,7.99,8.48,8.48,8.05,56500,464000000,0,0
HOSE,VTO,2022-11-21,6.69,0.28,0.0437,6.41,6.45,6.69,6.4,241000,1570000000,0,0
HOSE,CMX,2022-11-21,6.62,0.27,0.0425,6.35,6.45,6.73,6.45,453600,2995000000,0,0
HOSE,SZC,2022-11-21,26.65,1.05,0.040999999999999995,25.6,26.0,27.35,26.0,652800,17555000000,0,0
HOSE,PMG,2022-11-21,12.95,0.5,0.04019999999999999,12.45,12.95,12.95,12.4,500,6000000,0,0
HOSE,VSH,2022-11-21,28.85,1.1,0.039599999999999996,27.75,27.75,28.85,27.75,54700,1529000000,0,0
HOSE,NHH,2022-11-21,13.2,0.5,0.0394,12.7,12.75,13.4,12.75,263000,3422000000,0,0
HOSE,TGG,2022-11-21,2.65,0.1,0.0392,2.55,2.67,2.67,2.5,611400,1589000000,0,0
HOSE,TMP,2022-11-21,50.5,1.9,0.0391,48.6,51.0,51.0,50.2,1200,60000000,0,0
HOSE,BSI,2022-11-21,14.8,0.55,0.038599999999999995,14.25,14.65,14.85,14.3,426600,6232000000,0,0
HOSE,LM8,2022-11-21,8.5,0.31,0.0379,8.19,8.2,8.5,8.19,1000,8000000,0,0
HOSE,CTR,2022-11-21,42.1,1.5,0.0369,40.6,41.0,42.75,41.0,327500,13727000000,0,0
HOSE,SCD,2022-11-21,14.05,0.5,0.0369,13.55,12.65,14.05,12.65,200,2000000,0,0
HOSE,PTL,2022-11-21,3.44,0.12,0.0361,3.32,3.32,3.44,3.15,89900,296000000,0,0
HOSE,PAN,2022-11-21,14.35,0.5,0.0361,13.85,14.05,14.8,13.95,2676200,38696000000,0,0
HOSE,FMC,2022-11-21,31.75,1.1,0.0359,30.65,30.85,32.0,30.6,71900,2234000000,0,0
HOSE,VNG,2022-11-21,7.85,0.27,0.0356,7.58,7.88,7.88,7.12,27400,213000000,0,0
HOSE,VPH,2022-11-21,4.2,0.14,0.0345,4.06,4.1,4.2,4.04,149800,614000000,0,0
HOSE,TYA,2022-11-21,12.1,0.4,0.0342,11.7,11.65,12.1,11.65,14500,171000000,0,0
HOSE,FCM,2022-11-21,3.34,0.11,0.0341,3.23,3.23,3.4,3.23,27300,91000000,0,0
HOSE,DBC,2022-11-21,12.45,0.4,0.0332,12.05,12.4,12.6,12.0,2485400,30609000000,0,0
HOSE,CMV,2022-11-21,9.07,0.29,0.033,8.78,8.32,9.07,8.32,1200,10000000,0,0
HOSE,TDC,2022-11-21,8.5,0.27,0.032799999999999996,8.23,8.3,8.54,8.3,783300,6623000000,0,0
HOSE,ITA,2022-11-21,3.25,0.1,0.0317,3.15,3.17,3.28,3.17,2316200,7482000000,0,0
HOSE,OPC,2022-11-21,23.2,0.7,0.0311,22.5,22.9,23.2,22.65,7400,171000000,0,0
HOSE,PVD,2022-11-21,13.35,0.4,0.030899999999999997,12.95,13.0,13.45,12.7,4859700,63983000000,0,0
HOSE,BIC,2022-11-21,26.8,0.8,0.0308,26.0,24.25,26.8,24.25,19400,511000000,0,0
HOSE,PSH,2022-11-21,4.75,0.14,0.0304,4.61,4.72,4.75,4.61,166800,777000000,0,0
HOSE,SHB,2022-11-21,10.4,0.3,0.0297,10.1,10.25,10.5,10.1,11613300,119527000000,6435200,66246520000
HOSE,CLC,2022-11-21,32.95,0.95,0.0297,32.0,32.95,32.95,32.95,1400,46000000,0,0
HOSE,IBC,2022-11-21,15.8,0.45,0.029300000000000003,15.35,14.3,16.05,14.3,46100,703000000,492288,7039718400
HOSE,VCG,2022-11-21,14.2,0.4,0.028999999999999998,13.8,14.1,14.5,13.85,5533300,78424000000,0,0
HOSE,C47,2022-11-21,7.1,0.2,0.028999999999999998,6.9,7.24,7.38,7.0,121900,866000000,0,0
HOSE,DQC,2022-11-21,14.25,0.4,0.028900000000000002,13.85,14.05,14.5,13.35,9500,132000000,0,0
HOSE,KSB,2022-11-21,14.35,0.4,0.0287,13.95,14.15,14.6,14.0,1335800,19067000000,0,0
HOSE,NBB,2022-11-21,13.15,0.35,0.0273,12.8,12.7,13.4,12.6,722600,9404000000,80000,1024000000
HOSE,DHC,2022-11-21,36.0,0.95,0.0271,35.05,37.5,37.5,34.0,995300,35598000000,0,0
HOSE,TVB,2022-11-21,3.8,0.1,0.027000000000000003,3.7,3.79,3.95,3.77,267900,1032000000,0,0
HOSE,AST,2022-11-21,49.9,1.3,0.026699999999999998,48.6,50.0,50.0,49.9,7600,379000000,0,0
HOSE,HUB,2022-11-21,13.55,0.35,0.0265,13.2,13.85,13.95,13.1,49200,664000000,0,0
HOSE,BCE,2022-11-21,5.44,0.14,0.0264,5.3,5.4,5.59,5.0,47000,250000000,0,0
HOSE,DHA,2022-11-21,27.7,0.7,0.0259,27.0,27.8,27.8,26.5,52000,1410000000,0,0
HOSE,TSC,2022-11-21,3.25,0.08,0.0252,3.17,3.27,3.37,3.17,1330800,4342000000,0,0
HOSE,SBA,2022-11-21,24.6,0.6,0.025,24.0,23.9,24.6,22.35,10400,247000000,0,0
HOSE,KBC,2022-11-21,16.8,0.4,0.024399999999999998,16.4,16.6,17.05,16.6,7685900,129413000000,0,0
HOSE,OGC,2022-11-21,7.2,0.17,0.0242,7.03,7.04,7.51,7.03,926200,6666000000,225000,1581750000
HOSE,GMH,2022-11-21,13.0,0.3,0.0236,12.7,13.25,13.25,11.85,900,11000000,0,0
HOSE,SHP,2022-11-21,26.2,0.6,0.023399999999999997,25.6,26.25,26.25,25.0,800,20000000,0,0
HOSE,TDM,2022-11-21,30.6,0.7,0.023399999999999997,29.9,29.35,31.4,29.35,99100,2983000000,240000,7278000000
HOSE,KMR,2022-11-21,2.63,0.06,0.0233,2.57,2.65,2.69,2.57,108600,285000000,0,0
HOSE,D2D,2022-11-21,20.2,0.45,0.022799999999999997,19.75,19.75,20.85,19.75,14100,284000000,0,0
HOSE,BMI,2022-11-21,18.8,0.4,0.0217,18.4,18.2,19.5,18.2,231600,4367000000,0,0
HOSE,IDI,2022-11-21,8.61,0.18,0.021400000000000002,8.43,8.65,8.9,8.51,2528000,21922000000,0,0
HOSE,HNG,2022-11-21,4.32,0.09,0.0213,4.23,4.29,4.44,4.25,4448000,19266000000,0,0
HOSE,PGC,2022-11-21,16.9,0.35,0.021099999999999997,16.55,16.6,17.1,16.6,25500,429000000,0,0
HOSE,APC,2022-11-21,14.75,0.3,0.0208,14.45,15.0,15.0,14.05,1200,17000000,0,0
HOSE,HCD,2022-11-21,5.5,0.11,0.0204,5.39,5.61,5.7,5.4,235900,1298000000,0,0
HOSE,TPC,2022-11-21,6.05,0.12,0.0202,5.93,5.93,6.05,5.93,1900,11000000,0,0
HOSE,DAG,2022-11-21,3.55,0.07,0.020099999999999996,3.48,3.51,3.58,3.5,122900,435000000,0,0
HOSE,PNJ,2022-11-21,102.1,2.0,0.02,100.1,100.1,103.0,100.1,163800,16713000000,20000,2142000000
HOSE,POW,2022-11-21,10.3,0.2,0.019799999999999998,10.1,10.1,10.5,10.1,7636900,78628000000,0,0
HOSE,PAC,2022-11-21,30.9,0.6,0.019799999999999998,30.3,31.0,32.4,30.9,6600,207000000,0,0
HOSE,HSL,2022-11-21,3.64,0.07,0.0196,3.57,3.6,3.7,3.5,8200,29000000,0,0
HOSE,EVE,2022-11-21,13.4,0.25,0.019,13.15,13.15,13.55,12.85,24000,318000000,0,0
HOSE,PVT,2022-11-21,16.1,0.3,0.019,15.8,15.9,16.45,15.65,1520900,24593000000,0,0
HOSE,SAB,2022-11-21,182.6,3.4,0.019,179.2,182.0,184.0,180.0,73300,13349000000,42000,7392000000
HOSE,VND,2022-11-21,11.3,0.2,0.018000000000000002,11.1,11.1,11.5,10.95,17453900,196168000000,0,0
HOSE,LSS,2022-11-21,5.7,0.1,0.0179,5.6,5.7,5.83,5.41,245100,1404000000,0,0
HOSE,HT1,2022-11-21,8.64,0.15,0.0177,8.49,8.42,8.78,8.42,256200,2213000000,0,0
HOSE,ASP,2022-11-21,5.8,0.1,0.0175,5.7,5.7,6.0,5.7,55300,324000000,0,0
HOSE,C32,2022-11-21,17.5,0.3,0.0174,17.2,17.2,17.6,17.15,9000,156000000,0,0
HOSE,POM,2022-11-21,4.24,0.07,0.0168,4.17,4.38,4.38,4.0,100400,421000000,0,0
HOSE,DRC,2022-11-21,19.0,0.3,0.016,18.7,18.8,19.35,18.7,181700,3473000000,0,0
HOSE,TIX,2022-11-21,32.0,0.5,0.0159,31.5,32.0,32.0,32.0,600,19000000,0,0
HOSE,GTA,2022-11-21,13.0,0.2,0.015600000000000001,12.8,12.8,13.45,12.8,94200,1205000000,0,0
HOSE,VNL,2022-11-21,19.7,0.3,0.0155,19.4,19.7,19.7,19.7,1700,33000000,0,0
HOSE,NTL,2022-11-21,16.8,0.25,0.0151,16.55,16.6,17.3,16.45,213300,3544000000,0,0
HOSE,BMC,2022-11-21,10.85,0.15,0.013999999999999999,10.7,10.9,11.2,10.75,24300,266000000,0,0
HOSE,CRC,2022-11-21,5.2,0.07,0.013600000000000001,5.13,5.01,5.43,5.01,23200,118000000,0,0
HOSE,KDH,2022-11-21,22.4,0.3,0.013600000000000001,22.1,22.5,22.6,21.95,2963200,66054000000,20000000,444000000000
HOSE,SBT,2022-11-21,10.75,0.14,0.0134,10.61,10.7,11.1,10.7,1333100,14479000000,0,0
HOSE,TCL,2022-11-21,27.65,0.35,0.0128,27.3,27.3,27.8,27.3,24400,671000000,0,0
HOSE,VNS,2022-11-21,16.0,0.2,0.0127,15.8,16.4,16.4,14.8,500,7000000,0,0
HOSE,FTS,2022-11-21,16.35,0.2,0.0124,16.15,16.5,17.15,16.3,1567100,25982000000,0,0
HOSE,VNM,2022-11-21,77.9,0.9,0.011699999999999999,77.0,77.0,77.9,76.9,1787400,137962000000,0,0
HOSE,GEX,2022-11-21,13.3,0.15,0.011399999999999999,13.15,13.3,13.55,13.05,9648800,128096000000,0,0
HOSE,SKG,2022-11-21,13.45,0.15,0.0113,13.3,13.4,13.45,12.95,146900,1949000000,0,0
HOSE,VMD,2022-11-21,18.3,0.2,0.011000000000000001,18.1,18.4,18.45,18.3,300,5000000,0,0
HOSE,ASM,2022-11-21,7.4,0.08,0.0109,7.32,7.36,7.7,7.35,3849000,28778000000,0,0
HOSE,BWE,2022-11-21,38.4,0.4,0.0105,38.0,38.0,39.85,38.0,77500,2988000000,0,0
HOSE,TNT,2022-11-21,3.11,0.03,0.0097,3.08,3.09,3.28,3.0,367800,1128000000,0,0
HOSE,DXG,2022-11-21,10.5,0.1,0.0096,10.4,10.9,10.95,10.25,16007600,169265000000,600000,5880000000
HOSE,CNG,2022-11-21,21.7,0.2,0.009300000000000001,21.5,21.5,22.4,21.05,78700,1705000000,0,0
HOSE,PHC,2022-11-21,5.5,0.05,0.0092,5.45,5.8,5.8,5.22,56400,303000000,0,0
HOSE,CTI,2022-11-21,11.2,0.1,0.009000000000000001,11.1,11.15,11.2,10.8,233500,2584000000,0,0
HOSE,GEG,2022-11-21,11.2,0.1,0.009000000000000001,11.1,11.15,11.45,11.1,478100,5388000000,0,0
HOSE,TVT,2022-11-21,24.0,0.2,0.0084,23.8,22.3,24.3,22.3,7200,172000000,0,0
HOSE,SBV,2022-11-21,12.1,0.1,0.0083,12.0,11.55,12.1,11.4,23200,275000000,0,0
HOSE,PLX,2022-11-21,25.3,0.2,0.008,25.1,24.65,25.75,24.65,781900,19827000000,0,0
HOSE,HDC,2022-11-21,33.25,0.25,0.0076,33.0,34.2,34.2,33.0,1366600,45906000000,173600,5329520000
HOSE,HDG,2022-11-21,27.2,0.2,0.0074,27.0,27.1,28.4,26.95,1636400,44850000000,0,0
HOSE,REE,2022-11-21,69.5,0.5,0.0072,69.0,68.9,70.2,68.8,366900,25506000000,0,0
HOSE,KHP,2022-11-21,7.05,0.05,0.0070999999999999995,7.0,7.0,7.2,7.0,85000,605000000,0,0
HOSE,ADG,2022-11-21,29.5,0.2,0.0068000000000000005,29.3,27.4,29.5,27.25,2000,54000000,0,0
HOSE,VGC,2022-11-21,30.3,0.2,0.0066,30.1,31.0,31.4,30.2,652300,20048000000,0,0
HOSE,BFC,2022-11-21,15.5,0.1,0.006500000000000001,15.4,15.4,15.8,15.4,60300,938000000,0,0
HOSE,PET,2022-11-21,15.7,0.1,0.0064,15.6,15.95,16.45,15.5,720200,11472000000,0,0
HOSE,VPS,2022-11-21,9.45,0.06,0.0064,9.39,9.48,9.48,9.4,800,7000000,0,0
HOSE,DTL,2022-11-21,24.5,0.15,0.0062,24.35,24.5,24.5,24.5,300,7000000,0,0
HOSE,AGR,2022-11-21,6.83,0.04,0.0059,6.79,7.2,7.2,6.8,358500,2475000000,0,0
HOSE,VIB,2022-11-21,18.5,0.1,0.0054,18.4,18.5,18.9,18.35,2445900,45310000000,0,0
HOSE,SHA,2022-11-21,3.72,0.02,0.0054,3.7,3.8,3.8,3.7,10200,37000000,0,0
HOSE,HVN,2022-11-21,9.35,0.05,0.0054,9.3,9.31,9.5,9.31,658300,6206000000,50000,465000000
HOSE,KDC,2022-11-21,59.0,0.3,0.0051,58.7,58.8,59.0,56.9,918400,52992000000,0,0
HOSE,GDT,2022-11-21,31.45,0.15,0.0048,31.3,29.8,31.8,29.8,10400,315000000,0,0
HOSE,AAM,2022-11-21,10.5,0.05,0.0048,10.45,10.6,11.05,9.97,6800,73000000,0,0
HOSE,AGM,2022-11-21,10.6,0.05,0.004699999999999999,10.55,10.9,10.9,9.82,44200,455000000,0,0
HOSE,IJC,2022-11-21,10.95,0.05,0.0046,10.9,11.2,11.2,10.8,2675400,29380000000,0,0
HOSE,CLL,2022-11-21,24.5,0.1,0.0040999999999999995,24.4,24.75,25.9,24.5,12200,305000000,0,0
HOSE,CKG,2022-11-21,24.5,0.1,0.0040999999999999995,24.4,24.4,25.0,24.35,300400,7446000000,0,0
HOSE,TTB,2022-11-21,2.6,0.01,0.0039000000000000003,2.59,2.59,2.77,2.58,251200,664000000,0,0
HOSE,BMP,2022-11-21,53.9,0.2,0.0037,53.7,54.5,54.5,53.6,44800,2426000000,0,0
HOSE,SVD,2022-11-21,2.79,0.01,0.0036,2.78,2.73,2.79,2.73,4000,11000000,0,0
HOSE,CSV,2022-11-21,27.9,0.1,0.0036,27.8,28.5,28.8,27.5,522000,14721000000,0,0
HOSE,CTD,2022-11-21,28.5,0.1,0.0034999999999999996,28.4,29.4,29.5,28.0,452200,13054000000,0,0
HOSE,ABS,2022-11-21,5.74,0.02,0.0034999999999999996,5.72,5.72,6.0,5.65,2371000,13718000000,0,0
HOSE,BTP,2022-11-21,14.35,0.05,0.0034999999999999996,14.3,13.4,14.35,13.4,7700,105000000,0,0
HOSE,TCT,2022-11-21,30.5,0.1,0.0033,30.4,31.75,31.75,28.8,2300,68000000,0,0
HOSE,DRL,2022-11-21,68.0,0.2,0.0029,67.8,67.0,68.0,67.0,200,13000000,0,0
HOSE,DBD,2022-11-21,36.5,0.1,0.0027,36.4,35.5,36.5,35.5,6300,225000000,0,0
HOSE,BKG,2022-11-21,3.69,0.01,0.0027,3.68,3.79,3.85,3.5,67900,254000000,0,0
HOSE,TV2,2022-11-21,19.6,0.05,0.0026,19.55,19.55,20.0,19.15,67100,1321000000,0,0
HOSE,SMC,2022-11-21,8.44,0.02,0.0024,8.42,8.55,8.57,8.31,230100,1942000000,0,0
HOSE,HII,2022-11-21,4.3,0.01,0.0023,4.29,4.39,4.39,4.29,139900,605000000,0,0
HOSE,CHP,2022-11-21,22.4,0.05,0.0022,22.35,22.35,22.4,21.6,36400,797000000,0,0
HOSE,KHG,2022-11-21,4.56,0.01,0.0022,4.55,4.6,4.73,4.24,6461700,28511000000,0,0
HOSE,FIR,2022-11-21,48.0,0.1,0.0021,47.9,47.4,48.3,46.8,291500,13868000000,0,0
HOSE,TEG,2022-11-21,6.86,0.01,0.0015,6.85,6.9,6.99,6.75,122000,843000000,0,0
HOSE,THG,2022-11-21,34.6,0.05,0.0014000000000000002,34.55,34.1,34.7,34.1,8600,295000000,0,0
HOSE,NSC,2022-11-21,69.5,0.1,0.0014000000000000002,69.4,69.5,72.0,69.5,5200,361000000,0,0
HOSE,GSP,2022-11-21,7.85,0.01,0.0013,7.84,8.1,8.1,7.84,17900,143000000,0,0
HOSE,DPR,2022-11-21,44.55,0.05,0.0011,44.5,44.95,46.0,44.4,70500,3163000000,0,0
HOSE,SVC,2022-11-21,112.2,0.0,0.0,112.2,112.2,112.2,112.2,0,0,0,0
HOSE,SJD,2022-11-21,14.5,0.0,0.0,14.5,14.5,14.9,14.5,31200,458000000,0,0
HOSE,CDC,2022-11-21,17.8,0.0,0.0,17.8,17.75,17.95,17.65,118200,2102000000,384800,6772480000
HOSE,SZL,2022-11-21,46.3,0.0,0.0,46.3,44.2,46.3,44.0,400,17000000,0,0
HOSE,SFC,2022-11-21,17.7,0.0,0.0,17.7,17.7,17.7,17.7,0,0,0,0
